token_id,image_filename,metadata_filename,series,rarity,combination_fingerprint,image_sha256,metadata_sha256,approval_status,changed_in_1of1_update
2580,NRA_2580.png,NRA_2580.json,Side B Records,Uncommon,931bcef74c4a9d993b32df766d34d0c9fb44985de6eaaa51d21a57ce7a7204b7,9cc27ee6893f982d727fea6d2402c7ef0a5d790324083ac769c53966d67fae48,c282026fb2408ca6c1ff4285114833ee567ead031b559facb59726b69d7c9f5a,approved,no
2581,NRA_2581.png,NRA_2581.json,Side B Records,Uncommon,2d4009cf88fc90f214d53c28f2bd271f18b011bd302962f59f3b9bfd1bd91a09,9d1d350b4159ed80aca781b74dadfabbef08935f5a431b71dc55f843a17d4da7,5b4971c6140ebeb8dc6611f53a14cec673f8c000e958ca519f7dd73f480084e5,approved,no
2582,NRA_2582.png,NRA_2582.json,Midnight Diner,Uncommon,6a382ed6fdf27426da5386989ff993aae309554a08afb27f5774b5100a41988a,b3995484ae0c479873867b6ee74be954be6068c8026827492c37be21322e274b,1bfb019b2e33f508dc15d7aca9c203a7e3f0fd785d3f3eccf46b92ce7304733a,approved,no
2583,NRA_2583.png,NRA_2583.json,Side B Records,Uncommon,e8ca419712771152ec98e00f2a0f1a90dad432e59a24a8522a26851e23b21b8d,821b0a33003f663a473a317ea82fc736125ce9cfa1825fa9e0176a4bdaa39fdc,e2fbb7af7b1086d70a206eee9092cdaf0980d901688ba6f571b57a545c67a430,approved,no
2584,NRA_2584.png,NRA_2584.json,Midnight Diner,Uncommon,376bb5b66db464dfe690745c560832a8dae045a2025742530db425055a57d207,dded45fd66fd92ed2c81562fb5a0fd72530610a9d7e722d261720a1e273a2549,18c32e4d9e90742af1ee890ee43b21c5235a173e4e0d5820f36b13869ad1b0dc,approved,no
2585,NRA_2585.png,NRA_2585.json,Midnight Diner,Uncommon,1d24e35b0f10fb3feac0709cb54db5fea38df0ecfe945fa6251a417e18d82c18,e99d8082fc3678b0bf579adddd9c96fed887b5d40a5e69256dea0268661ae49d,85662289acb726aa8eb1617901d7c66b73a089d1f52369fb13592a8d9d7f6266,approved,no
2586,NRA_2586.png,NRA_2586.json,Side B Records,Uncommon,a0dfbf606377e6e05ba2d84cc29342ca7c78134092132d10d639a14a83a9f13b,238cfcbcb5f7b5aa2a4c141fe630186d588cdb99c9b026f37388aaaaff08fcc0,7bf9d8b9cd4080b8d2829dadc7b8a6410581957d07e3ddec35cbb61f4b2c2a9e,approved,no
2587,NRA_2587.png,NRA_2587.json,Side B Records,Uncommon,63e8d8d0398a07405a67df9a39ff8febb320ba7a8498dba051a302029cfda157,7efde4c59c374d3e68e48dc3632718d71af7742121ce8b6cebf52fab2aee3626,a972d5e09c780cee2f42d51040b52e46b6e9cae69e651c15eeaaa137a7dea9ef,approved,no
2588,NRA_2588.png,NRA_2588.json,Side B Records,Uncommon,4fec17272d9e920545f8685ba6be134b16f0396689bfec99fe28d1054db8660a,e5b8ff11b8f52cbfbd53d9f6972a149586bded5d9ea8a1aaabbae5c3ad1f07f2,378281fa199bedb366ea33749b4c563f905fd87cea2dc1e9ea4b3fb3b2ab93ad,approved,no
2589,NRA_2589.png,NRA_2589.json,Token Pawn,Uncommon,9aad3d58bbb7e6eb4be6adc1673b6b801c8ebba17e12dcc683c21786c6d5467f,cb934a384b7e548cffadf643642224710d7bb03b7dc2a9ac430b982544eff83c,f22ae0915c96a3d75a3023d1c6b49149f962bc9b87de3e85e669211735e89849,approved,no
2590,NRA_2590.png,NRA_2590.json,Side B Records,Uncommon,d8c38acc985f243ee2889b250966e01503d73ce4f2085d39e124eb6f2337e8fd,b749ac41c9d98b273b737e685a725559b92ecd11a1187a0dd110e70f27ce07b8,b6d83b8dd55eef512008004413e8863151c1038b2a1fbd63a67a153f4221db2b,approved,no
2591,NRA_2591.png,NRA_2591.json,Side B Records,Uncommon,bdc149e1e2bdaf14477f71579cdaaad09102922c48505fc047904e0edd0c1721,908eda1754122047c95cdcf886012a3ee798624cd36857885ba7d1f5258b132d,b5b3cac26a700e3ae9997d062ce0c2785af2713d69b4c982d84c9611aca455d3,approved,no
2592,NRA_2592.png,NRA_2592.json,Pine Hollow General Store,Uncommon,b702ad9a6c8f6fa537c28011ffb813138a263c2b3667f088235dab71b715f74e,7364e2acb410bcb5e5953de26d77cebe3b416c8e7c07fbab083cc57bbc77dee6,c5643cc5a1ae75beb7ecf867b5b14314ae32d8f3a0505063a264c4a4f6e0efc4,approved,no
2593,NRA_2593.png,NRA_2593.json,Side B Records,Uncommon,a5f47aa894b8bcab866e244c43a7de88e4093b94d06198a96c98a83566287805,b88921b5b82571798ebbccc5b706b9662ead82a1ef68aab6562f4b8af13ef6dc,5d57a4244a9be5b7766186f84c09bc0e3eda887ae4af01614f5cd5f56a04acf4,approved,no
2594,NRA_2594.png,NRA_2594.json,Side B Records,Uncommon,50efbab7307b4ebb498a86dee0efccae7190f40532c03f7d0cbb3e64b99daa1c,7893c2a7f6adf6c1912b13e518bd835d8879bff3aed4ed78a1d2efaf3964e43e,7afd3a609e184c73371ad14040901a01d9c9de275758d783436d7df0c127a630,approved,no
2595,NRA_2595.png,NRA_2595.json,Midnight Diner,Uncommon,2efa953f0492b340195fd41e1f75ca307d29a5e936df058f6f95bb0be07a5191,0ed43be79919f1e86a476f8717f324dd3c74761fb3a84ef247e743c1900fb25b,c019931027406e65dddca34c4168f81f9ebd9df1340f586f652e5f9490c845dc,approved,no
2596,NRA_2596.png,NRA_2596.json,Token Pawn,Uncommon,8f3957fc7c807144cd0dba409a063a21ef1eaac31440750a814196f405a32c0d,14c406a365f3c09f8e9f9e7948cfd7b68b035cd36a8e8e09113fb8b5b0e0dd31,e25f09dec7a145ff8aa0402e826d23fc62b721583260ea4a50e7f22c3228a5a3,approved,no
2597,NRA_2597.png,NRA_2597.json,Sunset Mart,Uncommon,6cc087d6964713a61ef08633563e09f013ca47c05fd192c9a17bd32deb1215fe,70b6624ca9dfe56c9c6a46be789b08a7253262fc8e02d6147596c5aa106ccbf7,8c6e72ab790c93da0bc7c78a858281475a72d18b3d563716835fd9ba1adf82f4,approved,no
2598,NRA_2598.png,NRA_2598.json,Sunset Mart,Uncommon,1028dace3b570612c3ba0490a6eac7896ebd4b1c829377e5ed278ffab25a40c1,2eac4c09d50deae89e0a6e9c746dda98662cc9edf92d1ec38841bf95037f4519,b8ed702c9e325abbd2241a085c4ee381ed0784ae1dfbff8f31076f19f18f7ceb,approved,no
2599,NRA_2599.png,NRA_2599.json,Side B Records,Uncommon,30c5ed5abb90f8482453316511e6bb5453d00f62a445b703a8eefd25c8e74ee9,dad287314b4eba0b5ac99c66f7fa1dbf5a976de66ba3cd3a61820dc3009cbdd8,c820616f915b4cb9152efccf445896b6aa87b48d99b60d8e8ffa433a314bf60f,approved,no
2600,NRA_2600.png,NRA_2600.json,Pine Hollow General Store,Uncommon,53815ab2f852c007dc84bfec94d81e479b7687923ec5da6e740727279ef5a48a,75311d1ea065254307496f0665312ba0482572a6a25153bedb3efe6897a28486,26464c4f6fee2bd87eb346586adcb7bd74e3ce6fb30cf28e4560a572cd73f66f,approved,no
2601,NRA_2601.png,NRA_2601.json,Token Pawn,Uncommon,20228c0a9b0f5072591a7dceddb95432c53ee9583d79cacebd96d054ed6b6cd7,ec198c02a95098b2163eada2c2e9822a544dfb7759a2a77bedb6bb2be5adadc8,d82b503fe26093e6fc3267a736595dc7dd05098b01c9469b2a549d1114a36cb9,approved,no
2602,NRA_2602.png,NRA_2602.json,Sunset Mart,Uncommon,6ff177565938e0fd27ea5b29531290dfacc628cc05a4b6fa5b388b252a4b4ce1,23b28d6a78969d75a38ff89d8a130efe55cdd590820f67f86469b8ba4dd0000b,7bf7f2f2b57cf04c3cfe777cee30db2e87adc4e74ca2a7f47959b033632428e2,approved,no
2603,NRA_2603.png,NRA_2603.json,Side B Records,Uncommon,3180dfa84a4d926e97d7f3ad2a2712ebd58a69c2cd09d6eeaf96a5a1a26e472b,f73930ce27cec70c2dddbd64d0c417bc2832264232fd88c758faa8cb506558fe,8b739c538ffebde3a38e0166b4d6708be635302f9b25dd7c2d187b1c64dce88d,approved,no
2604,NRA_2604.png,NRA_2604.json,Side B Records,Uncommon,c9334ad59cd13b0257dee1839bc15c9fedc5f6547886a7c4270201f9839f3d72,ef1d6d3ac1a498cc44db76efdbd6b94b28ca43b83cc24b5d7c2b13ac3137337d,f4d2eb8b4471a5246b8a66d4e1f1efd9f38a2df55c3f2af110ccbf21d2a80f2f,approved,no
2605,NRA_2605.png,NRA_2605.json,Night Owl Video,Uncommon,45be90b01626e12a5eaa7bcb1d0ba317c31dcc82e6621528865b62f187f899c3,8d469832434d833b416288033281a1bcb48c448e933d06dbb59a0c11848bacff,bc32738a7355d97cf11b32e99b9376108108567ea83e8dfcb844a05820cf4e63,approved,no
2606,NRA_2606.png,NRA_2606.json,Midnight Diner,Uncommon,f3440308e92a5a51bdf14b09615be00306c3434c84ba3640865e096227b31ac8,1b6ec348de8ddcbd391b90936a535a4bfb8ae442c8a705493ed7627f95b54a88,8906d8837347115f03cb327eb696519c8b1c37499782ec2295007f77ea4fef80,approved,no
2607,NRA_2607.png,NRA_2607.json,Side B Records,Uncommon,3ebeb291a4618c5a726cce2e10ff770f6b261962981e276d9134e78a5d4b4fa8,3b614a8dfad78b1354ca7556b817a44e02262d7ad11b9726ebc36b9477297e69,fa182c275c2e4a9c07a598caf27eb7423837bb2522ae7fdbd042904c53e853d8,approved,no
2608,NRA_2608.png,NRA_2608.json,Side B Records,Uncommon,b0d2aacd1d4bc31df053dbd01b2d64790f56f03882647c89ad3e86d90c098e71,10f507902c84ba28827ceb1fa48023436b33efeb45e7406932a4e9f382907033,3e01f14bb2b192d5c1a4ac7a4d03c477978a3a92291fdcd8dd9fa8565b5d7922,approved,no
2609,NRA_2609.png,NRA_2609.json,Sunset Mart,Uncommon,de673b10521833327ade777758fb35a72b4bab329deee70a3dc967bd9f6565db,7da6cac7d8b7d307f39e11a8a3dea47c1d138525cff700663f73862a20f8bda6,98cf50423532d75be274bb88ee611bb7e4ac94afc17fb68257e08b3ab1956495,approved,no
2610,NRA_2610.png,NRA_2610.json,Midnight Diner,Uncommon,c6d48a7e2747b8ebb4150e961ad6c55743477eefad1ed5cca935aaa95af0d4f4,6e68f13316969aaa0006a85e5adc59c9eb9c923c70799cdbcebd551f56711080,044ad24c94250652af25d7f5d19387aa8badf2b23750139a688db83615ba4729,approved,no
2611,NRA_2611.png,NRA_2611.json,Side B Records,Uncommon,17b3562c0de9c5a348c32b4178086b0ece3826bd93f5cec204895ca26bc2ebcb,7fe4191b62f16389b1ba8e6fce5e16830ea2b2427d5cbdcfa34864c7fd853404,cffc625bd2f1b2f52d75e11da8df90f6fbe4ec8fd044660bc5559e315036dbfb,approved,no
2612,NRA_2612.png,NRA_2612.json,Side B Records,Uncommon,b15913bb42e7742caa9dd4f24c36076f5b3d704d5c192254fd4d874015f543a0,4c6ce06209c17fc7c64e0b6c5ce7a50753880e30577ad35813fdd20d757b697a,22fa00feccb861e1f658e4b9db12ad9463e411f3580d0f611263e900214005d2,approved,no
2613,NRA_2613.png,NRA_2613.json,Sunset Mart,Uncommon,14527aa0614fb8ce8b607f7d3d09b8cc595aa842a57f3632697893475d292ef7,33e3d5fcb93d8cddb76e8caa327c163dcde450a2772a7ef5a17fc844e75adfae,2d43fc8900f974be486110ee39fe10dbe189f1b89dbc33b0a9931d3f0d41739c,approved,no
2614,NRA_2614.png,NRA_2614.json,Sunset Mart,Uncommon,e9783b515942b66c6f44813625125859d728409b113ee68f0d2cc2c834789238,ad3185ec04ba6b9a5587c8786eeef605b203a742762c2a36761c16a13fd8e6b1,dd873219aafc9630df1f65134559709a48bb01b3ea2748e235e21dbffdcd4116,approved,no
2615,NRA_2615.png,NRA_2615.json,Side B Records,Uncommon,2c9724f1d6530b274c8415eb6f4968eb9214267742820480e37678872d9e34a3,3abf809f5583ce0b0a2914525731bbac71b18b299640f99a6c76402bd7b10b4e,9eea884eb7096875f19f7fbd869ee80f7772dd40e8cae7b262dfee21c1d14ca2,approved,no
2616,NRA_2616.png,NRA_2616.json,Midnight Diner,Uncommon,39ba7dc1b9a1661612c2daf294a1ff2a384f6fa0663ad1dd22a2b5f42278d946,bb915b65e4475988aee0520a1b3197a8f6659686f3a2e9934f7b59b26d909bf0,64a68c486770550e6b24e9280781063e68604f7a4ce617567dc5fd63892941f0,approved,no
2617,NRA_2617.png,NRA_2617.json,Midnight Diner,Uncommon,4e650010f7a9678eb0664d8c887556e632cb490bdb66e9fe35139af22b23eaf6,5bf807077cfc4510f4f34fa5d98e5ea2033c4f911efce271d201c4ca94b5a13d,aa408e3a4fa4803b2b3d2fb37e2370e8696197d084e1fefcf3ba21a2eec249c2,approved,no
2618,NRA_2618.png,NRA_2618.json,Midnight Diner,Uncommon,6ac2b479ddca462737d25cc12a33c284ce50f24a6e2dbd802ae3e73dd23d1d34,bcab58444a319d4a1848a4124737b8ec1a4ccb6f4a47e33697ff6dbdb655b5b2,cd6bc932bb6d7c7d2531aad0dc30a14ad42b513ea72bc1d4bea27894f2f134e3,approved,no
2619,NRA_2619.png,NRA_2619.json,Midnight Diner,Uncommon,2a0f17268fbc0742a4c7e4f226f8cc2a36a4b739233b4ecb39166010ffde3472,159bc6cba84439089c7d35c5a512154c80c46ea6419f4066e6929ecf0f71bb00,0f5d52f11302127985ae567433d499f07763f48dd46697f154e676079dea68a1,approved,no
2620,NRA_2620.png,NRA_2620.json,Side B Records,Uncommon,38301350df6cf84addbda1f4ebcf1a6593923edb4eb0bd634e3e04a467a625cb,0e99d467cb425581a16741f8e6ab1377863e37467ff0db5c92ca9fe6f672161a,87f2fdb23a7541416da519f096c8ffebb0f7afa9beb8f40dacf09eae6ec92692,approved,no
2621,NRA_2621.png,NRA_2621.json,Pine Hollow General Store,Uncommon,0e502ab26b14e23bd4eb544005e8ad818c3adf90c23585db7b50e7ad20e528cd,5425e61993e21c7765759ea9d02a16072e0b5c1fac982ebf243849578344f08a,87e651cc57066a5a775f4c452ba9be4682864d2aaed434e687e6b6d8e3ff9745,approved,no
2622,NRA_2622.png,NRA_2622.json,Night Owl Video,Uncommon,c5148577f47ac0645beb2724b3701cac64b2a86619523f9ea6dabc6003211526,a9d0430cc0bbcb0c5dcd815621778822437d00ec7737ee986237555dc69c47fd,64c2a30ba5066599bb6969aa41e6e3bef978789e45dafb8fdd3df515c2ff3c3b,approved,no
2623,NRA_2623.png,NRA_2623.json,Token Pawn,Uncommon,8ee0ebc10acd48a468f3192e49c659a23b2bf09043732461cf1a2bf233bd3144,b42d63f0e6b43ab1ff92174d90673aa1f7a1ffbdc8bd0f3d9d7fece5899828cc,089b71a667bbca74abd0a49c65d0c6d2c407ae220c6b3d43a948653fae012693,approved,no
2624,NRA_2624.png,NRA_2624.json,Side B Records,Uncommon,a1fa38c8cf95e47a1ada4520ebe179d70aade59e66e37856beb254ef16e98660,adfb674c90db81103b55f3038594ebc01835b7f1c259218b256579586771dd3d,bf50b9de95eabb97eb384cc8fbf44c21a79ac51d8cb2b65545f47326d7653035,approved,no
2625,NRA_2625.png,NRA_2625.json,Side B Records,Uncommon,3a3352bce286cf1cb4500b8da07680b77cba32c8605ff9fb3b879b152ea9589d,b1084a18d17be61df883c4e63846574fdabdc223389e7814ccd2b1484151d860,93f2d8c9f87a1baadf32fc527e270c88402e4b5fb38dcbd7d5b31481fa321bf7,approved,no
2626,NRA_2626.png,NRA_2626.json,Sunset Mart,Uncommon,2e030f43e909b4ac1d06b44cf1351b6cde6c26adc648eb03a93c9522fcdf82e2,1b1c40c349db4683af57be5b6533ab7ce901fa8151062276a1d223350786e1c6,6a23ffcd361a159b86eda618836986cf12fc844602707fe482fff95819158b7c,approved,no
2627,NRA_2627.png,NRA_2627.json,Side B Records,Uncommon,a837c1944fa013a972bd0d8933e63006efe17280011b4849c3e8b433c23be745,243a7c1d65a0fc0378462dbc1cf23a0093eafeda36fd54660b1e687894210350,f2d2a274b50ca77d5f97b949b264a1d87fe9850609eead2f9ff782ac0575ac14,approved,no
2628,NRA_2628.png,NRA_2628.json,Token Pawn,Uncommon,e56ed4a23a3988a3cd935f169c0d9196f1f1f649a2c0e3a98aa10b023a81edf6,6ac88a6ee6873529354322574b1ec262a507b28be74804c4517e40a3c5c62ae8,e37cb936ac809317ed01701b5e5fa1674fa62ff171b52d9ee4536a4f0f47e63f,approved,no
2629,NRA_2629.png,NRA_2629.json,Midnight Diner,Uncommon,330f6296a6fc2db45012b85a5bc4b44cc35a38f4e902e99a553f2134abe615d6,aa9656be4888dcef8968c4919315171149fce931eb6383debfabf2283411a5a5,3d4e4c955705712df36f76162effb3e8cca77998d9b1da7fabfab988ac11c61a,approved,no
2630,NRA_2630.png,NRA_2630.json,Sunset Mart,Uncommon,cd87042be29c514dcd002c2fa6df4ea01785d79b0597269834077495e8ed211a,90e49ab94f8c75cd0b5d1ea34b3f1cfe527677bfa97465c4d9169a01d64f85a6,a370eca950ed9578fca55731055c1158f89d178d7c6d6de142cc9dd9bccb2563,approved,no
2631,NRA_2631.png,NRA_2631.json,Midnight Diner,Uncommon,932a31d1c048d81312bb532241034a03f823ac05578d0d2da89b643682bdc92b,91a55bf1149e95b08435af4d50e250193590920c13ea27067c39f4ce64e67aa5,3117cc9dfdb3dec0a157a4ce95d3a4955ae44de020130b3090c54f3c363bf041,approved,no
2632,NRA_2632.png,NRA_2632.json,Midnight Diner,Uncommon,261aec67f25d4899184645186daaae91504f291e53883b24db838226141722ea,400227321dc9a49b5c1d1d854f6f3cb6b6f6f035aa0ab8ce9e8e727e46dc061e,21e39c9c87bde2dd9225a7891e2ba078bfc74e6a23d9bd2e728c5d73e3ca3093,approved,no
2633,NRA_2633.png,NRA_2633.json,Sunset Mart,Uncommon,4b4dd9fe7f14994b824706a4005c800c8f9499bcf4419b40f58928099a2e1264,6a27964d0c66aa9dcf6fa6ab63627b7197802f56db5dde53cbd4ec9adbbb1e7d,10f888cc5b6814f09019a50a7cc07d35afc312ec920694116d0cd5b5d2abade4,approved,no
2634,NRA_2634.png,NRA_2634.json,Side B Records,Uncommon,d0455155e9bf52325feb28b2782567a3e394c47787c2ec4152410e1ef01d93f3,feb443c9e82982dd19d6e4be1fd0d1f53d76748cf879ef3e2206ddcc259d5a13,a627779be677b8bf71667c2b2892abc1d9064023bed0f67ee406d48a67a38e7a,approved,no
2635,NRA_2635.png,NRA_2635.json,Sunset Mart,Uncommon,ee0da3b2a0c501f573d76694e61947a357e7b8468bdd9b9def1b1de679db4e42,359a15be3ddfe49b8c62bb63949bd7ae8ad829e64915acaa4dee6c794315597e,a4fa54c8635e1f8a789b23af51e7af3cb2e2f9750a5cbdb5df246f4f65d86265,approved,no
2636,NRA_2636.png,NRA_2636.json,Side B Records,Uncommon,8ae520fe8a04168e5f7e09847220885b58560aa9a083b071cec577400d9630b7,092639f286d45faef678cc4dbd593654bc7bd3d99b00932e4bb7518668b91f8d,271adbbfc85731f082bee7c31c8e16543574fcd1e5638da2b90b6dca26aaf67a,approved,no
2637,NRA_2637.png,NRA_2637.json,Side B Records,Uncommon,60388e79b9ea370f6a8ae877f9dae28217cb172a40f0712bac2b5375c17a2b15,c30872d787c78a65cde609a9ce3327dcceed4284a7eaad50f0f4e11387793477,5dd36e7db29fdb31f0553069617ad41d8e4c38632849e7af695d2c8d3751f595,approved,no
2638,NRA_2638.png,NRA_2638.json,Pine Hollow General Store,Uncommon,963048044e09c3d8bb1ea9775ae3c4ce6d7e3b6ec9a3a245af997cb6ca9a556c,bb1874b2bae5e830dfe9095681baaac3a65862a0f4a4ebae787eb0a605c3078d,2e3bdf01e5bef4cbb2c522a95483a1145101d466ef896b0966c05ec2750a5c77,approved,no
2639,NRA_2639.png,NRA_2639.json,Token Pawn,Uncommon,6c1a402d775d445cfca8305cac3b213be241f0655f0419429b2d23e6ea5bc893,29fe0f76b11ce628ac11cc40472d183b8cdc9d1c4c6e3ba20c358c7e2673fdbf,a8dcc05e97da1a3dd5b15ad67861c351c2c74208c26f386f201e7533ba7da271,approved,no
2640,NRA_2640.png,NRA_2640.json,Sunset Mart,Uncommon,247173e762ced78d93c84b821304661e199960b0b25d2d878ebb9edc59d319d9,9977a386ca125939714d0826252bc48da7379a9b9962e9d0f4a280d14870e313,5a5c3a528a1b16e0e660d83ebbc1037799f75dae2dce5c6541413d6085c49fce,approved,no
2641,NRA_2641.png,NRA_2641.json,Midnight Diner,Uncommon,d6277c3861093e2d41a4c45f41cc598171b63f593e31296959f15d875cbb375b,deada4ed28b965b0339d82d01474793aa242902e1b5b6f3c9155bc26df8e171e,2737cce322c5de41ea6ad0f4b66307225e79f0f53310da1d916307543d9a59b2,approved,no
2642,NRA_2642.png,NRA_2642.json,Side B Records,Uncommon,0273c346809f6e9e210644774bd4c5cfeae68687db662a4a4f949ff36b7176e3,0bcea8210f497b57fdd7d7c4dd601eac4fc6b921fee046ca09ff1bde9f7cd4c0,871329e8e50a60e8aae4d7a4f24a9e773ded4c9a19baa46d3056b5704b0eac5f,approved,no
2643,NRA_2643.png,NRA_2643.json,Midnight Diner,Uncommon,55b4a48a72e9d07ee7ce6718b5c348fe62234fb4f09bde49579bb76306887ede,0b4dfd58ea752c9f400bc278c6872262fdba26ce4c46faaaa78873e194ff3663,c0eef4bc4157605bddcde875268d90a8a605a5ecb2f9397bb895f3dd1432685d,approved,no
2644,NRA_2644.png,NRA_2644.json,Lucky 8 Gas & Motel,Uncommon,73f5ba507e9cc65733211ae90ad67f79518ccb78fd0d88a1060fe9cd040ad3f5,16cc504be6f08baab4bf9bbf96915e1c623ac2bb16498372b07f2afc3f9e0cfb,23b5c62b3ce74e022a83b0d79e6f690431ac3e2b5d603ba88cd2dd742bceaaa8,approved,no
2645,NRA_2645.png,NRA_2645.json,Token Pawn,Uncommon,80b0e0e4610093ad885907975e6e3a7b186a269e032c5d8acbc9a7a87e5dadf3,7a392c6a558123716307d10b70cf03eb2f094ffe34b45e057cf69265645bfbc5,adc6d4f4b0dafac64b8b345534897f3102798e89ee729450db5313cb45ddad77,approved,no
2646,NRA_2646.png,NRA_2646.json,Token Pawn,Uncommon,2875bc7611d09fabd699cfb7a25a85a3f8b48877f0974f1f269b0432fe0ed230,96fcc2324872f0009d387a430870c3860de70fd7a2d09090ac1ece85cb214253,00c9daeadf86ef8061ffbb80ef0d0db2411bd808e9e0d7b26d089676bf64438c,approved,no
2647,NRA_2647.png,NRA_2647.json,Side B Records,Uncommon,0c59ca4e9009f4b515ccd8d567cba9217a1d6eaf1005f3da1f71715cfcb354dd,49cb4626d3744a3468b19cfd6a8cc02e6e80c010711ea49d11916f63415eed4b,b4251e6967d9cd5bde494dc38db7ed70baa3e4458c408aedc8f628da4f5881a4,approved,no
2648,NRA_2648.png,NRA_2648.json,Token Pawn,Uncommon,14d6b1a57e18a1d9b94c6d6461080a3949e4f1ce8b9fe206281c11236336ebee,30465939c442071adeec86c1e0a5f0b9b09f866063c29e545b69ab320c38fa71,0b197d6919b13e93267d66df6eb862a04b9769708011c05b56f9697453f85649,approved,no
2649,NRA_2649.png,NRA_2649.json,Side B Records,Uncommon,ecaf15d8478d2d09a4f3250de3ae931342a762e181afdd61d7c3b2177d1b5ec8,d62fef8823152f93cad27748a6d8353e1be8135b2aa32d21a349e33ddc2cdda1,b7cfa0d0f6f36be6802d00827e659760e69746b75153b55e1ba222242fcf40c7,approved,no
2650,NRA_2650.png,NRA_2650.json,Token Pawn,Uncommon,683198dd7b3f677eec717e922936b58c34c4297059e381d64b607fe963e3e035,64d6e3213a573bfd765458fd92ac9b6192450d9013a33885062b39fad26bddfa,1f65e9a15e63edbea691a04dfdb1b0b1c93566e34954629dc5c1b26abd9477f3,approved,no
2651,NRA_2651.png,NRA_2651.json,Side B Records,Uncommon,a46da2e7b7c6dd22e8ab6192f4112c5d4d561c5a31eaf9c0c2e129cd997a9c22,d8ef38e030c10998fb735e74bb245f7091e207e81708fb17a645c0342a20fc65,5d7a98de619a5aadf37834424728f370e90f3a37f390865606e7ef92d0d4823b,approved,no
2652,NRA_2652.png,NRA_2652.json,Pine Hollow General Store,Uncommon,624eec7be0d628b0a376079d3fcb562add7b5827da89fa95afbb1e2a55ec60e5,d3d845a3258b3b8c506e265d79dd8a5308f05bcb8cb977d82116136c88f8ee42,4372f7355a736267bf8c28201012c200763c2dbacf3418cba33006dd6852c755,approved,no
2653,NRA_2653.png,NRA_2653.json,Midnight Diner,Uncommon,874f8a77b7ce4b41878c4a2dd7e36e98e3c978cb915f235e9f7661ff8c05f18f,4961df9427fe20cf7fa56edcf7bf9c33a70ac7bcf8bb0cedbcc6ee54e5775e78,97ac01d32b630eff76d8ffa18a6346b6d1b45f886f5b7b99df3787514a6451de,approved,no
2654,NRA_2654.png,NRA_2654.json,Night Owl Video,Uncommon,cec8d1e0956f57d72669b4441b2baa1ee2e1c86c7a2e51271a4113b803489f8f,48d773e5fd8c3237e4e0eada18225bfcc4fcf871fe54cda3f28d133fe1d26077,71a1e516f2b79f27fb3a40f33dcebdef53551fca331a170eb2274ade599db334,approved,no
2655,NRA_2655.png,NRA_2655.json,Night Owl Video,Uncommon,1d82f3e460e66ed7c4e5994c41268d876ed045f4052b7b992dedb19e64f0a1a2,068f7ffe5cf92e6cc0768c5694610bf2912ed93cdc69ab1cc2037e2ffd437252,6348c90583875e0ad0832065eb47dbb29fb76e7cd587febc2e62b2fe25d644a1,approved,no
2656,NRA_2656.png,NRA_2656.json,Side B Records,Uncommon,e035b0dfc5262c9f95656b5935e311c674c9c7b5b9c8675b44750c62a7fb1421,1d861f90181e06946a227e40d603110ce5c9e6c84cbcd62437f06de88b25e250,06e2e8db7512b4f1c5bbd94d5409c9cc74b9a4253dd60d4c0900de361297ba50,approved,no
2657,NRA_2657.png,NRA_2657.json,Token Pawn,Uncommon,7eb0b8d6ef7745eb8a8ed977db901ae1646e2951969b7fb4085f69f821319ade,7a7e1101b2c7617a3876d0c4047b5e0db0f477c02edf41749dc549debc76193a,01f110795ab87376fecebfd8c893b7f3d5cc0ad7a756a9fc2dae245236e67322,approved,no
2658,NRA_2658.png,NRA_2658.json,Midnight Diner,Uncommon,3c6d701133f1572b4a7c172c86b208e4c6ee480c21005d0ea36d42208edb52e8,d1b2301290e578b1f4e1fbd8641b53cfb8dc3d45305470d100df8d14f0cbbb18,241b4e3f38843e9d4600c857371afb064e4ccf4625c880f6708f50c3517e4011,approved,no
2659,NRA_2659.png,NRA_2659.json,Lucky 8 Gas & Motel,Uncommon,e030dc076713869652a4b51928442a67efd4be81ce616e8179e5c5d8ef43d3b9,488ed563072af70dbdec280ca3c07ebd4dc4683be38c496cf7b0cdea8ef05bf5,b9d6c0f001a703948184ac474d75809a4eef137b046baf5c100a8d191107d06a,approved,no
2660,NRA_2660.png,NRA_2660.json,Token Pawn,Uncommon,af94b139ee012e92127e0641abbb4fa3685cdc5bccc34e931b43c8209c901317,5c6290ca66d4e673810267155f30e3e24047d22d8e1a62841e0a799ec25cffa6,58e36d4c5b6240c322cda46f28a88e6815a85070ba5da02dd68b67e05646289c,approved,no
2661,NRA_2661.png,NRA_2661.json,Midnight Diner,Uncommon,3fdd219f3d8bd2b4d01430691c141870476371e2f56b5cd7980a7fd5f38ee9fc,ce4edfb2151733eaff016a7993b239872231f0112a5916437a9946873cb229a9,04624199530570a4ab7b43f7efb634849d51880f533faad1a3cedc6b7032fdc9,approved,no
2662,NRA_2662.png,NRA_2662.json,Token Pawn,Uncommon,2d2bacdd58bf5eec8657122a8e34cfe1644b6c67266e0d1b2c86bf51e2c99288,69ee8699c243dc932647d2fd00b70340bb17d90f4a59c225f27c526862042115,816ac558e8623a6ac48db405981a01ef1a8c78ec68980dd428b9c602f548fb92,approved,no
